,index,Route,Location,URL,Avg Stars,Your Stars,Route Type,Rating,Pitches,Length,Area Latitude,Area Longitude,Description
82,82,Unknown V3,Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/120700136/unknown-v3,3.0,-1,Boulder,V3,1,,40.48479,-75.22121,"This is the boulder problem to the left and around the corner of Spined Micrathena. It probably has a name, so please fill it in if you know it.I started with my left hand at the lowest part of the arete and right hand on the obvious crimp. Start with a high foot and figure out how to get to the top. Rifle-esque"
83,83,Spined Micrathena,Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111183945/spined-micrathena,2.9,-1,Boulder,V4,1,10.0,40.48479,-75.22121,"Start on large undercling jug with high right foot, power and finesse you way up right to a good slot in the crack and continue to finesse up the crack with insecure feet."
84,84,Bokow,Bokow Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109552829/bokow,3.0,-1,Boulder,V8,1,12.0,40.48479,-75.22121,"""Start with a flat square hold and climb the prow up and right, finishing up in the dihedral on jugs to a nice top out. An amazing hanging prow feature.""credit to Char for the description as this was taken from the Haycock Guidebook."
85,85,The Rocking Chair,The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111779100/the-rocking-chair,2.3,-1,Boulder,V3+,1,25.0,40.48657,-75.21615,The right arete of the Rocking Chair boulder.Start with your right hand on the arete and your left hand in the notch near the lip. Pull on and trend rightwards up the prominent seam.
86,86,Rocking Chair Left,The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119712684/rocking-chair-left,3.0,-1,Boulder,V5-,1,12.0,40.48657,-75.21615,"Start as for the rocking chair (squeezing with left hand in a notch and right hand on the arete), but go left through crimps to a bulbous sloper and top out straight up the left face."
87,87,Echo Belly,The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111779081/echo-belly,2.0,-1,Boulder,V8,1,25.0,40.48657,-75.21615,Interesting line (if its dry!)Start the same as Rocking Chair Direct. Sit start on the obvious low ledge on the left side of the boulder. Traverse low across the boulder using the prominent seam. Link in to Rocking Chair on the right arete and follow the seam and top out.
88,88,Rocking Chair Direct,The Rocking Chair > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111779048/rocking-chair-direct,3.7,-1,Boulder,V10,1,35.0,40.48657,-75.21615,"Rocking Chair Direct is the left side of the Rocking Chair Boulder. Sit start on the obvious ledge that is low on the left side of the boulder. Work your way through some crimps and slots to the lip. Mantle over the lip and on to the slabby arete above. Top out on interesting seams, crimps, and slopers."
89,89,Perpetual Dawn,Little Fluffy Clouds Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118902804/perpetual-dawn,3.0,-1,Boulder,V1- PG13,1,6.0,40.48412,-75.22046,"short, but a good warmup for LFC;- sit start with a good left hand jug, low right hand compression sloper and feet smears- move your hands up into the good seams, eventually throwing right hand up to the amazing pinch jug. Get high feet, lockoff on that pinch, and balance your way up to a shallow seam. Easy top out after braving the less-than-decent fall potential."
90,90,Little Fluffy Clouds,Little Fluffy Clouds Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107954422/little-fluffy-clouds,4.0,-1,Boulder,V5,1,20.0,40.48412,-75.22046,"A classic atypical Haycock line following a featured overhanging arete before pulling onto the face and the topout. Sit start utilizing an under cling with feet smearing on the face, climb the jugs and pinches with big moves and turn the lip with a small feet cut move before slapping up for the lip."
91,91,Jug Arete,Little Fluffy Clouds Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109586469/jug-arete,2.7,-1,Boulder,V6,1,,40.48412,-75.22046,"A few different options exist to crimp and slap your way up this one.SDS on the jug at the base of the arete. Using crimps and a sloper, make you way up to another jug about 3/4 of the way up the arete. An easier top out awaits."
92,92,3 Star,3-Star > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107434852/3-star,3.9,-1,"Aid, Boulder, Mixed, Ice, Snow",5.10- V1 WI2- M1-2 C1+ Easy Snow,1,20.0,40.486,-75.21733,A Haycock classic highball finger crack.
93,93,Dubeck,Dubeck > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108424261/dubeck,3.0,-1,Boulder,V3,1,,40.48537,-75.21691,Slap your way up the left arete of the Dubeck boulder.  Start low on a jug and go all the way to the top.
94,94,Beckdu,Dubeck > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107970304/beckdu,2.8,-1,Boulder,V4-,1,10.0,40.48537,-75.21691,A typical Haycock diabase route - start using an undercling at the base of the lip and slap your way up the lip then right top out in the center of the boulder
95,95,The Scream,Dubeck > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109586455/the-scream,2.2,-1,Boulder,V5,1,,40.48537,-75.21691,Smack in the middle of the Dubeck boulder is this fun yet short problem.Start with a left hand on the lowest part of big sidepull and a right hand on sidepull down and right. Bump the left hand up and fire up and right to the arete. Follow the arete up.
96,96,Happy Herbert,Amber Boulders > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117632584/happy-herbert,1.0,-1,Boulder,V0,1,,40.48465,-75.21986,Start matched on a prominent edge on the right and climb up along the rail.
97,97,Project,Amber Boulders > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/117632607/project,1.0,-1,Boulder,V2,1,,40.48465,-75.21986,"Start with a left side pull and a right rail. Find feet and fire for the top. Looks great but the feet are tricky, probably around V2."
98,98,Amber,Amber Boulders > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121796964/amber,3.0,-1,Boulder,V5,1,10.0,40.48465,-75.21986,"Climb the sloping rail up and right on the Amber Boulder, to a throw at the top."
99,99,Soft Serve,Bokow Area > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/118639796/soft-serve,1.5,-1,Boulder,V0,1,,40.48434,-75.22138,Stand start with a large foothold and slopers. Traverse left on crimps avoiding the lip until you reach the swooping arête. Move up with jugs on the arête and top out.
100,100,Ice Cream,Ice Cream Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121767958/ice-cream,2.0,-1,Boulder,V1,1,,40.48554,-75.21754,Sit start. Climb the sharp arete on the right in the photo
101,101,The Purple Tape,Ice Cream Boulder > Caves Trail > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/121768018/the-purple-tape,1.0,-1,Boulder,V2,1,,40.48554,-75.21754,"Start with both hands on the undercling, climb the blunt arete on the left in the photo"
102,102,Lovers Quarrel,Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119309488/lovers-quarrel,2.0,-1,Boulder,V0,1,15.0,40.48864,-75.21924,A big boulder with an obvious west-facing line.
103,103,Trade Marked,Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119309455/trade-marked,2.0,-1,Boulder,V2,1,15.0,40.48864,-75.21924,"A low seam that starts wide on the right then thins up as you traverse left; top out above the 'TM' graffiti and don't dab on the  blocks to the left. Depending on the beef of your hands, may feel harder than the grade."
104,104,Puff Puff Pass,Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/119309521/puff-puff-pass,3.0,-1,Boulder,V2,1,15.0,40.48864,-75.21924,An arete line on the south edge of the boulder marked by 'VAPE' graffiti.
105,105,Mighty Mouse,Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/108424271/mighty-mouse,3.0,-1,Boulder,V3,1,10.0,40.48864,-75.21924,Start up on the ramp with solid hand jams in the overhanging crack.  Climb over the roof as the crack gets thinner.  Might seem harder if you cant jam
106,106,Iron Lion,Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/107996614/iron-lion,3.8,-1,Boulder,V7,1,,40.48864,-75.21924,"Climb arete under Top Rock starting on large blocky rock. highball with pinches, pockets, slopers."
107,107,Snake In The Eagles Shadow,Top Rock > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111503205/snake-in-the-eagles-shadow,3.0,-1,Boulder,V8,1,18.0,40.48864,-75.21924,"This is the big block just to the right of Iron Lion. Walk into the little corridor that houses Mighty Mouse.This route is the arete just next to the big tree. Start with both hands in the horizontal crack and climb the left arete. When the arete gets close to the tree, youre able to trend rightwards a bit on edges then up to the top."
108,108,The Never Ending Biscuit,The Never Ending Biscuit > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/109610108/the-never-ending-biscuit,3.0,-1,Boulder,V4,1,,40.48932,-75.22037,"Using the left arete and the dihedral, make some interesting moves moves up to the top.Although this problem is on the short side, its a v4 in the Top Rocks section worth checking out."
109,109,R2 D2,Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111503450/r2-d2,1.0,-1,Boulder,V1,1,15.0,40.48873,-75.21871,"Start in the crack in the back of the cave on the leftside of the little corridor that separates The Wookie and Witch Hazel. Start the same as The Wookie, in the crack at the back of the cave. Work your way up the crack and up on to the overhanging left face and reach around to the slab. Finish straight up."
110,110,Hematoma,Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111078191/hematoma,2.9,-1,Boulder,V3,1,15.0,40.48873,-75.21871,Stand start on jugs and climb seam up the slab.
111,111,Witch Hazel,Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111503359/witch-hazel,2.7,-1,Boulder,V5,1,10.0,40.48873,-75.21871,"Climb into the cave and SDS on the prominent undercling. Work you way up the rail and the right arete until its possible to turn onto the face. Brace yourself for a somewhat tricky and elusive topout.Careful not to dab, this one gets a bit tight."
112,112,The Wookie,Hematoma Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111503429/the-wookie,2.8,-1,Boulder,V5+,1,18.0,40.48873,-75.21871,In the cave on the right hand side of the small corridor lies the Wookie! Start in the crack at the back of the cave. Traverse leftward across the left overhanging face. Work your way through a heinous gaston and then out to the lip. Round the lip and make your way up the slab.
113,113,E Honda,The Watchtower Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111510053/e-honda,1.0,-1,Boulder,V5,1,8.0,40.48911,-75.2198,"If lowball topouts is what youre searching for, then look no further. This odd shaped rock proves that even lowballs can be tricky.SDS on jug on right side and work your way out!"
114,114,Lolos,The Watchtower Boulders > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/111510065/lolos,1.0,-1,Boulder,V8,1,10.0,40.48911,-75.2198,"This one doesnt usually see much action, so if youre trying to find it by looking for previously chalked holds, it might be impossible to find. Make sure to bring a brush too, just incase there is some moss buildup.SDS underneath the boulder on prominent crimps. Work your way out and up using compression and more crimps."
115,115,V0 Wide Crack,The Broiler Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113541752/v0-wide-crack,2.7,-1,Boulder,V0 PG13,1,18.0,40.4887,-75.2195,"Climb the wide vertical crack/flake system (second crack from the right) and top out in the gap. Great introduction to kinda-highball boulders; it's consistently easy movement the whole way up, with solid feet, the occasional hand jam, and a simple top out move. Recommend walking up the backside of the boulder first and locating the hidden jug on the top out."
116,116,V2 Crack,The Broiler Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113541793/v2-crack,2.5,-1,Boulder,V2,1,18.0,40.4887,-75.2195,"Climb the vertical crack on the right hand side of the downhill face of the boulder. Then follow the diagonal crack up and to the left, and top out in the gap. Walk around to the top and check to make sure the diagonal crack is clean before climbing it, this doesn't see much traffic."
117,117,The Broiler,The Broiler Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/113541813/the-broiler,1.5,-1,Boulder,V2,1,,40.4887,-75.2195,"Starting in the pit located between this boulder and the next one uphill, follow the diagonal crack to a slab below the bulge and top out directly above."
118,118,Pyramid Crack,Pyramid Boulder > Top Rock Area > Haycock Mountain (Nockamixon) > Southeastern Lowlands > Pennsylvania,https://www.mountainproject.com/route/116221713/pyramid-crack,2.5,-1,Boulder,V0,1,10.0,40.48946,-75.21774,Low angle small hands size crack.
